date,product_id,sku,quantity_sold,unit_price,total_revenue,hour,promotion_active,promotion_discount,transaction_id
2025-08-25,6,HEA00006,1,64.45,64.45,10,False,0.0,TXN000000000
2025-08-25,6,HEA00006,1,64.45,64.45,16,False,0.0,TXN000000001
2025-08-25,51,CLO00051,1,43.65,43.65,12,False,0.0,TXN000000002
2025-08-25,30,FOO00030,1,23.14,23.14,14,False,0.0,TXN000000003
2025-08-25,30,FOO00030,1,23.14,23.14,18,False,0.0,TXN000000004
2025-08-25,46,HOM00046,1,223.37,223.37,16,False,0.0,TXN000000005
2025-08-25,46,HOM00046,1,223.37,223.37,15,False,0.0,TXN000000006
2025-08-25,46,HOM00046,2,223.37,446.74,13,False,0.0,TXN000000007
2025-08-25,46,HOM00046,1,223.37,223.37,12,False,0.0,TXN000000008
2025-08-25,46,HOM00046,1,223.37,223.37,14,False,0.0,TXN000000009
2025-08-25,46,HOM00046,2,223.37,446.74,15,False,0.0,TXN000000010
2025-08-25,46,HOM00046,1,223.37,223.37,12,False,0.0,TXN000000011
2025-08-25,46,HOM00046,1,223.37,223.37,12,False,0.0,TXN000000012
2025-08-25,46,HOM00046,1,223.37,223.37,15,False,0.0,TXN000000013
2025-08-25,46,HOM00046,1,223.37,223.37,16,False,0.0,TXN000000014
2025-08-25,46,HOM00046,2,223.37,446.74,16,False,0.0,TXN000000015
2025-08-25,46,HOM00046,1,223.37,223.37,12,False,0.0,TXN000000016
2025-08-25,4,CLO00004,1,136.33,136.33,16,False,0.0,TXN000000017
2025-08-25,80,CLO00080,4,84.0,336.0,14,False,0.0,TXN000000018
2025-08-25,80,CLO00080,1,84.0,84.0,18,False,0.0,TXN000000019
2025-08-25,61,ELE00061,1,327.14,327.14,14,False,0.0,TXN000000020
2025-08-25,3,HOM00003,1,95.08,95.08,13,False,0.0,TXN000000021
2025-08-25,3,HOM00003,1,95.08,95.08,15,False,0.0,TXN000000022
2025-08-25,25,SPO00025,1,161.73,161.73,14,False,0.0,TXN000000023
2025-08-25,25,SPO00025,1,161.73,161.73,12,False,0.0,TXN000000024
2025-08-25,73,HEA00073,1,36.19,36.19,10,False,0.0,TXN000000025
2025-08-25,73,HEA00073,1,36.19,36.19,16,False,0.0,TXN000000026
2025-08-25,73,HEA00073,1,36.19,36.19,15,False,0.0,TXN000000027
2025-08-25,73,HEA00073,1,36.19,36.19,15,False,0.0,TXN000000028
2025-08-25,73,HEA00073,1,36.19,36.19,13,False,0.0,TXN000000029
2025-08-25,73,HEA00073,1,36.19,36.19,15,False,0.0,TXN000000030
2025-08-25,73,HEA00073,1,36.19,36.19,16,False,0.0,TXN000000031
2025-08-25,73,HEA00073,1,36.19,36.19,16,False,0.0,TXN000000032
2025-08-25,73,HEA00073,1,36.19,36.19,18,False,0.0,TXN000000033
2025-08-25,73,HEA00073,1,36.19,36.19,13,False,0.0,TXN000000034
2025-08-25,20,FOO00020,1,4.17,4.17,17,False,0.0,TXN000000035
2025-08-25,20,FOO00020,1,4.17,4.17,13,False,0.0,TXN000000036
2025-08-25,66,FOO00066,1,4.52,4.52,10,False,0.0,TXN000000037
2025-08-25,66,FOO00066,1,4.52,4.52,14,False,0.0,TXN000000038
2025-08-25,66,FOO00066,1,4.52,4.52,10,False,0.0,TXN000000039
2025-08-25,75,ELE00075,1,207.78,207.78,15,False,0.0,TXN000000040
2025-08-25,75,ELE00075,1,207.78,207.78,15,False,0.0,TXN000000041
2025-08-25,84,CLO00084,1,40.3,40.3,16,False,0.0,TXN000000042
2025-08-25,84,CLO00084,1,40.3,40.3,14,False,0.0,TXN000000043
2025-08-25,24,SPO00024,1,93.18,93.18,14,False,0.0,TXN000000044
2025-08-25,24,SPO00024,1,93.18,93.18,16,False,0.0,TXN000000045
2025-08-25,23,SPO00023,1,120.9,120.9,16,False,0.0,TXN000000046
2025-08-25,54,ELE00054,1,452.55,452.55,13,False,0.0,TXN000000047
2025-08-25,47,TOY00047,2,66.57,133.14,13,False,0.0,TXN000000048
2025-08-25,22,HOM00022,1,48.73,48.73,12,False,0.0,TXN000000049
2025-08-25,22,HOM00022,1,48.73,48.73,14,False,0.0,TXN000000050
2025-08-25,22,HOM00022,1,48.73,48.73,11,False,0.0,TXN000000051
2025-08-25,22,HOM00022,1,48.73,48.73,15,False,0.0,TXN000000052
2025-08-25,22,HOM00022,1,48.73,48.73,14,False,0.0,TXN000000053
2025-08-25,8,BOO00008,1,10.02,10.02,11,False,0.0,TXN000000054
2025-08-25,8,BOO00008,3,10.02,30.06,15,False,0.0,TXN000000055
2025-08-25,8,BOO00008,1,10.02,10.02,10,False,0.0,TXN000000056
2025-08-25,82,ELE00082,1,250.87,250.87,10,False,0.0,TXN000000057
2025-08-25,82,ELE00082,1,250.87,250.87,9,False,0.0,TXN000000058
2025-08-25,82,ELE00082,1,250.87,250.87,17,False,0.0,TXN000000059
2025-08-25,82,ELE00082,1,250.87,250.87,14,False,0.0,TXN000000060
2025-08-25,67,TOY00067,1,78.98,78.98,18,False,0.0,TXN000000061
2025-08-25,87,TOY00087,1,88.38,88.38,19,False,0.0,TXN000000062
2025-08-25,1,HEA00001,1,36.69,36.69,12,False,0.0,TXN000000063
2025-08-25,70,FOO00070,1,20.89,20.89,13,False,0.0,TXN000000064
2025-08-25,81,SPO00081,1,142.14,142.14,14,False,0.0,TXN000000065
2025-08-25,81,SPO00081,1,142.14,142.14,17,False,0.0,TXN000000066
2025-08-25,76,TOY00076,1,62.01,62.01,18,False,0.0,TXN000000067
2025-08-25,69,HOM00069,1,48.32,48.32,14,False,0.0,TXN000000068
2025-08-25,69,HOM00069,1,48.32,48.32,15,False,0.0,TXN000000069
2025-08-25,69,HOM00069,1,48.32,48.32,10,False,0.0,TXN000000070
2025-08-25,42,ELE00042,1,262.92,262.92,16,False,0.0,TXN000000071
2025-08-25,42,ELE00042,1,262.92,262.92,12,False,0.0,TXN000000072
2025-08-25,42,ELE00042,1,262.92,262.92,13,False,0.0,TXN000000073
2025-08-25,38,CLO00038,1,64.58,64.58,12,False,0.0,TXN000000074
2025-08-25,57,HOM00057,4,287.91,1151.64,14,False,0.0,TXN000000075
2025-08-25,57,HOM00057,1,287.91,287.91,16,False,0.0,TXN000000076
2025-08-25,57,HOM00057,1,287.91,287.91,10,False,0.0,TXN000000077
2025-08-25,57,HOM00057,1,287.91,287.91,17,False,0.0,TXN000000078
2025-08-25,57,HOM00057,1,287.91,287.91,14,False,0.0,TXN000000079
2025-08-25,64,CLO00064,1,144.45,144.45,16,False,0.0,TXN000000080
2025-08-25,64,CLO00064,3,144.45,433.35,16,False,0.0,TXN000000081
2025-08-25,41,ELE00041,1,324.78,324.78,15,False,0.0,TXN000000082
2025-08-25,41,ELE00041,1,324.78,324.78,16,False,0.0,TXN000000083
2025-08-25,41,ELE00041,1,324.78,324.78,17,False,0.0,TXN000000084
2025-08-25,41,ELE00041,1,324.78,324.78,11,False,0.0,TXN000000085
2025-08-25,35,HOM00035,1,210.24,210.24,17,False,0.0,TXN000000086
2025-08-25,35,HOM00035,1,210.24,210.24,19,False,0.0,TXN000000087
2025-08-25,35,HOM00035,1,210.24,210.24,12,False,0.0,TXN000000088
2025-08-25,35,HOM00035,1,210.24,210.24,17,False,0.0,TXN000000089
2025-08-25,18,SPO00018,1,96.99,96.99,17,False,0.0,TXN000000090
2025-08-25,72,ELE00072,1,303.24,303.24,18,False,0.0,TXN000000091
2025-08-25,48,HOM00048,1,194.13,194.13,11,False,0.0,TXN000000092
2025-08-25,48,HOM00048,1,194.13,194.13,14,False,0.0,TXN000000093
2025-08-25,48,HOM00048,1,194.13,194.13,9,False,0.0,TXN000000094
2025-08-25,48,HOM00048,1,194.13,194.13,14,False,0.0,TXN000000095
2025-08-25,48,HOM00048,1,194.13,194.13,17,False,0.0,TXN000000096
2025-08-25,48,HOM00048,1,194.13,194.13,16,False,0.0,TXN000000097
2025-08-25,48,HOM00048,1,194.13,194.13,17,False,0.0,TXN000000098
2025-08-25,48,HOM00048,1,194.13,194.13,14,False,0.0,TXN000000099
2025-08-25,48,HOM00048,1,194.13,194.13,13,False,0.0,TXN000000100
2025-08-25,48,HOM00048,1,194.13,194.13,16,False,0.0,TXN000000101
2025-08-25,48,HOM00048,1,194.13,194.13,13,False,0.0,TXN000000102
2025-08-25,48,HOM00048,1,194.13,194.13,16,False,0.0,TXN000000103
2025-08-25,34,FOO00034,1,21.37,21.37,13,False,0.0,TXN000000104
2025-08-25,34,FOO00034,1,21.37,21.37,16,False,0.0,TXN000000105
2025-08-25,26,BOO00026,1,19.33,19.33,13,False,0.0,TXN000000106
2025-08-25,26,BOO00026,3,19.33,57.99,14,False,0.0,TXN000000107
2025-08-25,88,HOM00088,1,287.99,287.99,13,False,0.0,TXN000000108
2025-08-25,88,HOM00088,1,287.99,287.99,10,False,0.0,TXN000000109
2025-08-25,52,SPO00052,1,42.4,42.4,12,False,0.0,TXN000000110
2025-08-25,52,SPO00052,1,42.4,42.4,12,False,0.0,TXN000000111
2025-08-25,52,SPO00052,1,42.4,42.4,15,False,0.0,TXN000000112
2025-08-25,52,SPO00052,1,42.4,42.4,13,False,0.0,TXN000000113
2025-08-25,52,SPO00052,1,42.4,42.4,9,False,0.0,TXN000000114
2025-08-25,83,HOM00083,1,286.99,286.99,15,False,0.0,TXN000000115
2025-08-25,83,HOM00083,1,286.99,286.99,17,False,0.0,TXN000000116
2025-08-25,83,HOM00083,1,286.99,286.99,15,False,0.0,TXN000000117
2025-08-25,98,FOO00098,1,15.23,15.23,14,False,0.0,TXN000000118
2025-08-25,11,HOM00011,1,256.18,256.18,11,False,0.0,TXN000000119
2025-08-25,11,HOM00011,1,256.18,256.18,9,False,0.0,TXN000000120
2025-08-25,60,HEA00060,1,22.84,22.84,13,False,0.0,TXN000000121
2025-08-25,60,HEA00060,2,22.84,45.68,13,False,0.0,TXN000000122
2025-08-25,60,HEA00060,1,22.84,22.84,16,False,0.0,TXN000000123
2025-08-25,60,HEA00060,3,22.84,68.52,9,False,0.0,TXN000000124
2025-08-26,49,TOY00049,1,64.35,64.35,13,False,0.0,TXN000010125
2025-08-26,49,TOY00049,1,64.35,64.35,14,False,0.0,TXN000010126
2025-08-26,87,TOY00087,1,88.38,88.38,15,False,0.0,TXN000010127
2025-08-26,87,TOY00087,2,88.38,176.76,13,False,0.0,TXN000010128
2025-08-26,87,TOY00087,1,88.38,88.38,13,False,0.0,TXN000010129
2025-08-26,51,CLO00051,1,43.65,43.65,14,False,0.0,TXN000010130
2025-08-26,51,CLO00051,1,43.65,43.65,14,False,0.0,TXN000010131
2025-08-26,74,BOO00074,1,14.2,14.2,11,False,0.0,TXN000010132
2025-08-26,74,BOO00074,1,14.2,14.2,13,False,0.0,TXN000010133
2025-08-26,74,BOO00074,2,14.2,28.4,14,False,0.0,TXN000010134
2025-08-26,74,BOO00074,1,14.2,14.2,15,False,0.0,TXN000010135
2025-08-26,74,BOO00074,1,14.2,14.2,13,False,0.0,TXN000010136
2025-08-26,74,BOO00074,1,14.2,14.2,18,False,0.0,TXN000010137
2025-08-26,74,BOO00074,1,14.2,14.2,9,False,0.0,TXN000010138
2025-08-26,74,BOO00074,1,14.2,14.2,10,False,0.0,TXN000010139
2025-08-26,74,BOO00074,1,14.2,14.2,10,False,0.0,TXN000010140
2025-08-26,74,BOO00074,1,14.2,14.2,15,False,0.0,TXN000010141
2025-08-26,25,SPO00025,1,161.73,161.73,10,False,0.0,TXN000010142
2025-08-26,18,SPO00018,1,96.99,96.99,15,False,0.0,TXN000010143
2025-08-26,18,SPO00018,1,96.99,96.99,13,False,0.0,TXN000010144
2025-08-26,18,SPO00018,1,96.99,96.99,9,False,0.0,TXN000010145
2025-08-26,18,SPO00018,1,96.99,96.99,17,False,0.0,TXN000010146
2025-08-26,18,SPO00018,1,96.99,96.99,17,False,0.0,TXN000010147
2025-08-26,18,SPO00018,2,96.99,193.98,11,False,0.0,TXN000010148
2025-08-26,18,SPO00018,1,96.99,96.99,10,False,0.0,TXN000010149
2025-08-26,18,SPO00018,1,96.99,96.99,11,False,0.0,TXN000010150
2025-08-26,57,HOM00057,1,287.91,287.91,15,False,0.0,TXN000010151
2025-08-26,86,SPO00086,1,101.23,101.23,15,False,0.0,TXN000010152
2025-08-26,86,SPO00086,1,101.23,101.23,15,False,0.0,TXN000010153
2025-08-26,76,TOY00076,1,62.01,62.01,12,False,0.0,TXN000010154
2025-08-26,76,TOY00076,1,62.01,62.01,16,False,0.0,TXN000010155
2025-08-26,6,HEA00006,1,64.45,64.45,17,False,0.0,TXN000010156
2025-08-26,6,HEA00006,1,64.45,64.45,13,False,0.0,TXN000010157
2025-08-26,6,HEA00006,1,64.45,64.45,13,False,0.0,TXN000010158
2025-08-26,31,ELE00031,1,260.91,260.91,15,False,0.0,TXN000010159
2025-08-26,31,ELE00031,1,260.91,260.91,11,False,0.0,TXN000010160
2025-08-26,31,ELE00031,1,260.91,260.91,11,False,0.0,TXN000010161
2025-08-26,63,FOO00063,1,11.6,11.6,10,False,0.0,TXN000010162
2025-08-26,85,HOM00085,1,205.83,205.83,13,False,0.0,TXN000010163
2025-08-26,94,CLO00094,1,63.29,63.29,14,False,0.0,TXN000010164
2025-08-26,94,CLO00094,1,63.29,63.29,11,False,0.0,TXN000010165
2025-08-26,94,CLO00094,1,63.29,63.29,9,False,0.0,TXN000010166
2025-08-26,94,CLO00094,1,63.29,63.29,18,False,0.0,TXN000010167
2025-08-26,94,CLO00094,1,63.29,63.29,9,False,0.0,TXN000010168
2025-08-26,94,CLO00094,1,63.29,63.29,13,False,0.0,TXN000010169
2025-08-26,94,CLO00094,1,63.29,63.29,9,False,0.0,TXN000010170
2025-08-26,94,CLO00094,1,63.29,63.29,14,False,0.0,TXN000010171
2025-08-26,94,CLO00094,1,63.29,63.29,17,False,0.0,TXN000010172
2025-08-26,94,CLO00094,1,63.29,63.29,18,False,0.0,TXN000010173
2025-08-26,94,CLO00094,1,63.29,63.29,17,False,0.0,TXN000010174
2025-08-26,77,HEA00077,1,43.19,43.19,13,False,0.0,TXN000010175
2025-08-26,77,HEA00077,1,43.19,43.19,14,False,0.0,TXN000010176
2025-08-26,77,HEA00077,1,43.19,43.19,15,False,0.0,TXN000010177
2025-08-26,39,FOO00039,1,7.46,7.46,16,False,0.0,TXN000010178
2025-08-26,39,FOO00039,1,7.46,7.46,13,False,0.0,TXN000010179
2025-08-26,39,FOO00039,1,7.46,7.46,12,False,0.0,TXN000010180
2025-08-26,60,HEA00060,1,22.84,22.84,11,False,0.0,TXN000010181
2025-08-26,13,ELE00013,1,122.36,122.36,19,False,0.0,TXN000010182
2025-08-26,42,ELE00042,1,262.92,262.92,15,False,0.0,TXN000010183
2025-08-26,42,ELE00042,1,262.92,262.92,12,False,0.0,TXN000010184
2025-08-26,71,CLO00071,1,55.52,55.52,14,False,0.0,TXN000010185
2025-08-26,71,CLO00071,1,55.52,55.52,11,False,0.0,TXN000010186
2025-08-26,71,CLO00071,1,55.52,55.52,11,False,0.0,TXN000010187
2025-08-26,71,CLO00071,1,55.52,55.52,12,False,0.0,TXN000010188
2025-08-26,71,CLO00071,1,55.52,55.52,18,False,0.0,TXN000010189
2025-08-26,71,CLO00071,4,55.52,222.08,14,False,0.0,TXN000010190
2025-08-26,71,CLO00071,1,55.52,55.52,14,False,0.0,TXN000010191
2025-08-26,28,BOO00028,1,46.76,46.76,13,False,0.0,TXN000010192
2025-08-26,28,BOO00028,1,46.76,46.76,12,False,0.0,TXN000010193
2025-08-26,7,ELE00007,1,278.86,278.86,15,False,0.0,TXN000010194
2025-08-26,46,HOM00046,1,223.37,223.37,14,False,0.0,TXN000010195
2025-08-26,46,HOM00046,1,223.37,223.37,16,False,0.0,TXN000010196
